transaccion_id,fecha,año,mes,dia,dia_semana,semana_año,cliente_id,nombre_cliente,tipo_cliente,segmento_cliente,ciudad,producto_id,nombre_producto,categoria_producto,subcategoria_producto,canal_venta,cantidad,precio_lista,descuento_porcentaje,precio_unitario,costo_unitario,costo_total,ingreso_total,utilidad_bruta,margen_porcentaje,vendedor_id,vendedor_nombre,metodo_pago,dias_entrega,devolucion,evento_id,campana
TRX-2024-03645,2024-12-13,2024,12,13,Friday,50,CLI-H4-009,Hotel Santiago Plaza,B2B,Hotel 4 Estrellas,Santiago,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Horeca Premium,31,65.0,8.0,59.8,28.0,868.0,1853.8,985.8,53.18,VEN-005,Luuis Castillo,Crédito 30 días,1,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03646,2024-12-13,2024,12,13,Friday,50,CLI-BAR-001,Pedro Mandinga Rum Bar,B2B,Bar Top,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Horeca Premium,16,180.0,8.0,165.6,75.0,1200.0,2649.6,1449.6,54.71,VEN-002,María Gonzáles,Crédito 30 días,4,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03647,2024-12-13,2024,12,13,Friday,50,CLI-H4-002,Hotel Isla Verde,B2B,Hotel 4 Estrellas,Ciudad de Panamá,RCP-SO15-750,Ron Caña Solera 15 Años,Extra Añejo,Premium,Horeca Premium,27,85.0,8.0,78.2,36.0,972.0,2111.4,1139.4,53.96,VEN-001,Carlos Mendoza,Crédito 30 días,2,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03648,2024-12-13,2024,12,13,Friday,50,CLI-SUP-002,Rey Multiplaza,B2B,Supermercado,Ciudad de Panamá,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Supermercados,82,18.0,13.0,15.66,7.5,615.0,1284.12,669.12,52.11,VEN-001,Carlos Mendoza,Transferencia,3,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03649,2024-12-13,2024,12,13,Friday,50,CLI-BAR-004,Unplugged,B2B,Bar Top,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Ecommerce,5,180.0,8.0,165.6,75.0,375.0,828.0,453.0,54.71,VEN-002,María Gonzáles,Crédito 30 días,5,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03650,2024-12-13,2024,12,13,Friday,50,CLI-SUP-003,Riba Smith Paitilla,B2B,Supermercado,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Supermercados,57,180.0,28.07,129.47,75.0,4275.0,7379.64,3104.64,42.07,VEN-002,María Gonzáles,Crédito 30 días,4,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03651,2024-12-13,2024,12,13,Friday,50,CLI-H4-011,Hotel Hibiscus,B2B,Hotel 4 Estrellas,Chitré,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Horeca Premium,11,65.0,21.35,51.12,28.0,308.0,562.33,254.33,45.23,VEN-003,Roberto Chen,Transferencia,4,True,EVT-009,Regalos Corporativos Navidad
TRX-2024-03652,2024-12-13,2024,12,13,Friday,50,CLI-BAR-004,Unplugged,B2B,Bar Top,Ciudad de Panamá,RCP-SO15-750,Ron Caña Solera 15 Años,Extra Añejo,Premium,Horeca Premium,23,85.0,8.0,78.2,36.0,828.0,1798.6,970.6,53.96,VEN-002,María Gonzáles,Transferencia,5,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03653,2024-12-13,2024,12,13,Friday,50,CLI-CONV-004,Delta David,B2B,Tienda Conveniencia,David,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Retail Moderno,7,65.0,8.0,59.8,28.0,196.0,418.6,222.6,53.18,VEN-004,Ana Pérez,Transferencia,5,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03654,2024-12-13,2024,12,13,Friday,50,CLI-CORP-003,Banco General,B2B,Corporativo,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Corporativo,56,180.0,13.0,156.6,75.0,4200.0,8769.6,4569.6,52.11,VEN-001,Carlos Mendoza,Crédito 30 días,4,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03655,2024-12-13,2024,12,13,Friday,50,CLI-H4-006,Hotel Milano,B2B,Hotel 4 Estrellas,Ciudad de Panamá,RCP-SO15-750,Ron Caña Solera 15 Años,Extra Añejo,Premium,Horeca Premium,10,85.0,8.0,78.2,36.0,360.0,782.0,422.0,53.96,VEN-002,María Gonzáles,Transferencia,2,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03656,2024-12-13,2024,12,13,Friday,50,CLI-CORP-001,Cable & Wireless Panamá,B2B,Corporativo,Ciudad de Panamá,RCP-SO15-750,Ron Caña Solera 15 Años,Extra Añejo,Premium,Corporativo,26,85.0,16.09,71.33,36.0,936.0,1854.49,918.49,49.53,VEN-002,María Gonzáles,Tarjeta Crédito,4,True,EVT-009,Regalos Corporativos Navidad
TRX-2024-03657,2024-12-13,2024,12,13,Friday,50,CLI-H4-001,Hotel Central,B2B,Hotel 4 Estrellas,David,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Horeca Premium,12,65.0,11.22,57.71,28.0,336.0,692.5,356.5,51.48,VEN-004,Ana Pérez,Transferencia,1,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03658,2024-12-13,2024,12,13,Friday,50,CLI-LIC-012,Licorería Penonomé,B2B,Licorería Especializada,Penonomé,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Retail Moderno,13,180.0,8.0,165.6,75.0,975.0,2152.8,1177.8,54.71,VEN-003,Roberto Chen,Transferencia,4,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03659,2024-12-13,2024,12,13,Friday,50,CLI-SUP-004,Super 99 David,B2B,Supermercado,David,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Supermercados,120,42.0,13.0,36.54,18.0,2160.0,4384.8,2224.8,50.74,VEN-004,Ana Pérez,Tarjeta Crédito,1,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03660,2024-12-13,2024,12,13,Friday,50,CLI-RG-002,Maito,B2B,Restaurante Gourmet,Ciudad de Panamá,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Horeca Premium,23,68.0,14.58,58.09,28.0,644.0,1335.96,691.96,51.8,VEN-001,Carlos Mendoza,Transferencia,3,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03661,2024-12-13,2024,12,13,Friday,50,CLI-H4-001,Hotel Central,B2B,Hotel 4 Estrellas,David,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Horeca Premium,16,180.0,8.0,165.6,75.0,1200.0,2649.6,1449.6,54.71,VEN-004,Ana Pérez,Transferencia,2,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03662,2024-12-13,2024,12,13,Friday,50,CLI-CORP-005,Grupo Melo,B2B,Corporativo,Colón,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Corporativo,61,65.0,16.35,54.37,28.0,1708.0,3316.72,1608.72,48.5,VEN-003,Roberto Chen,Crédito 30 días,5,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03663,2024-12-13,2024,12,13,Friday,50,CLI-BAR-006,Barlovento,B2B,Bar Top,Bocas del Toro,RCP-A5-750,Ron Caña Añejo 5 Años,Añejo,Core,Horeca Premium,4,32.0,8.0,29.44,14.0,56.0,117.76,61.76,52.45,VEN-003,Roberto Chen,Transferencia,3,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03664,2024-12-13,2024,12,13,Friday,50,CLI-BAR-004,Unplugged,B2B,Bar Top,Ciudad de Panamá,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Horeca Premium,11,68.0,8.0,62.56,28.0,308.0,688.16,380.16,55.24,VEN-001,Carlos Mendoza,Transferencia,1,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03665,2024-12-13,2024,12,13,Friday,50,CLI-RG-010,Azafrán,B2B,Restaurante Gourmet,David,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Ecommerce,8,180.0,8.0,165.6,75.0,600.0,1324.8,724.8,54.71,VEN-004,Ana Pérez,Transferencia,2,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03666,2024-12-13,2024,12,13,Friday,50,CLI-FINAL-012,Camila Torres,B2C,Consumidor Final,David,RCP-SO15-750,Ron Caña Solera 15 Años,Extra Añejo,Premium,Duty Free,3,85.0,8.0,78.2,36.0,108.0,234.6,126.6,53.96,VEN-004,Ana Pérez,Tarjeta Crédito,1,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03667,2024-12-13,2024,12,13,Friday,50,CLI-H5-005,Dreams Delight Playa Bonita,B2B,Hotel 5 Estrellas,Ciudad de Panamá,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Horeca Premium,22,65.0,8.0,59.8,28.0,616.0,1315.6,699.6,53.18,VEN-001,Carlos Mendoza,Tarjeta Crédito,4,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03668,2024-12-13,2024,12,13,Friday,50,CLI-BAR-004,Unplugged,B2B,Bar Top,Ciudad de Panamá,RCP-SO15-750,Ron Caña Solera 15 Años,Extra Añejo,Premium,Horeca Premium,4,85.0,8.0,78.2,36.0,144.0,312.8,168.8,53.96,VEN-001,Carlos Mendoza,Transferencia,5,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03669,2024-12-13,2024,12,13,Friday,50,CLI-BAR-007,Zanzibar,B2B,Bar Top,Bocas del Toro,RCP-SO15-750,Ron Caña Solera 15 Años,Extra Añejo,Premium,Horeca Premium,15,85.0,14.53,72.65,36.0,540.0,1089.7,549.7,50.44,VEN-001,Carlos Mendoza,Crédito 30 días,3,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03670,2024-12-13,2024,12,13,Friday,50,CLI-RG-011,Restaurante Karlota,B2B,Restaurante Gourmet,Boquete,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Horeca Premium,6,180.0,18.14,147.35,75.0,450.0,884.11,434.11,49.1,VEN-001,Carlos Mendoza,Crédito 30 días,2,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03671,2024-12-13,2024,12,13,Friday,50,CLI-SUP-006,Super Centro Santiago,B2B,Supermercado,Santiago,RCP-SO15-750,Ron Caña Solera 15 Años,Extra Añejo,Premium,Supermercados,65,85.0,24.24,64.4,36.0,2340.0,4185.79,1845.79,44.1,VEN-005,Luuis Castillo,Transferencia,4,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03672,2024-12-13,2024,12,13,Friday,50,CLI-LIC-007,Licorería El Padrino,B2B,Licorería Especializada,David,RCP-SO15-750,Ron Caña Solera 15 Años,Extra Añejo,Premium,Retail Moderno,31,85.0,8.0,78.2,36.0,1116.0,2424.2,1308.2,53.96,VEN-004,Ana Pérez,Transferencia,1,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03673,2024-12-13,2024,12,13,Friday,50,CLI-LIC-003,Licores y Vinos PTY,B2B,Licorería Especializada,Ciudad de Panamá,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Retail Moderno,47,65.0,8.0,59.8,28.0,1316.0,2810.6,1494.6,53.18,VEN-002,María Gonzáles,Crédito 30 días,4,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03674,2024-12-13,2024,12,13,Friday,50,CLI-RG-010,Azafrán,B2B,Restaurante Gourmet,David,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Horeca Premium,11,42.0,8.0,38.64,18.0,198.0,425.04,227.04,53.42,VEN-004,Ana Pérez,Crédito 30 días,1,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03675,2024-12-13,2024,12,13,Friday,50,CLI-LIC-005,Licorería Premium Costa del Este,B2B,Licorería Especializada,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Retail Moderno,22,180.0,8.0,165.6,75.0,1650.0,3643.2,1993.2,54.71,VEN-001,Carlos Mendoza,Crédito 30 días,2,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03676,2024-12-13,2024,12,13,Friday,50,CLI-RG-012,The Rock,B2B,Restaurante Gourmet,Boquete,RCP-SO15-750,Ron Caña Solera 15 Años,Extra Añejo,Premium,Ecommerce,14,85.0,8.0,78.2,36.0,504.0,1094.8,590.8,53.96,VEN-005,Luuis Castillo,Crédito 30 días,5,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03677,2024-12-13,2024,12,13,Friday,50,CLI-FINAL-013,Luis Herrera,B2C,Consumidor Final,Coronado,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Ecommerce,3,65.0,8.0,59.8,28.0,84.0,179.4,95.4,53.18,VEN-003,Roberto Chen,Tarjeta Crédito,1,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03678,2024-12-13,2024,12,13,Friday,50,CLI-FINAL-013,Luis Herrera,B2C,Consumidor Final,Coronado,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Duty Free,1,180.0,8.0,165.6,75.0,75.0,165.6,90.6,54.71,VEN-005,Luuis Castillo,Transferencia,1,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03679,2024-12-13,2024,12,13,Friday,50,CLI-CORP-004,ASSA Compañía de Seguros,B2B,Corporativo,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Corporativo,24,180.0,8.0,165.6,75.0,1800.0,3974.4,2174.4,54.71,VEN-002,María Gonzáles,Tarjeta Crédito,5,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03680,2024-12-13,2024,12,13,Friday,50,CLI-H5-006,Westin Playa Bonita,B2B,Hotel 5 Estrellas,Ciudad de Panamá,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Horeca Premium,17,65.0,8.0,59.8,28.0,476.0,1016.6,540.6,53.18,VEN-002,María Gonzáles,Transferencia,1,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03681,2024-12-13,2024,12,13,Friday,50,CLI-RG-010,Azafrán,B2B,Restaurante Gourmet,David,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Horeca Premium,5,180.0,8.0,165.6,75.0,375.0,828.0,453.0,54.71,VEN-004,Ana Pérez,Crédito 30 días,4,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03682,2024-12-13,2024,12,13,Friday,50,CLI-SUP-005,El Machetazo Colón,B2B,Supermercado,Colón,RCP-SP-750,Ron Caña Spiced,Especialidad,Entry,Supermercados,72,22.0,13.0,19.14,9.0,648.0,1378.08,730.08,52.98,VEN-003,Roberto Chen,Tarjeta Crédito,1,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03683,2024-12-13,2024,12,13,Friday,50,CLI-FINAL-005,Roberto Chen,B2C,Consumidor Final,Ciudad de Panamá,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Duty Free,3,65.0,11.16,57.75,28.0,84.0,173.24,89.24,51.51,VEN-002,María Gonzáles,Efectivo,2,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03684,2024-12-13,2024,12,13,Friday,50,CLI-RG-012,The Rock,B2B,Restaurante Gourmet,Boquete,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Horeca Premium,23,65.0,8.0,59.8,28.0,644.0,1375.4,731.4,53.18,VEN-005,Luuis Castillo,Tarjeta Crédito,5,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03685,2024-12-14,2024,12,14,Saturday,50,CLI-LIC-012,Licorería Penonomé,B2B,Licorería Especializada,Penonomé,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Retail Moderno,46,180.0,8.0,165.6,75.0,3450.0,7617.6,4167.6,54.71,VEN-003,Roberto Chen,Transferencia,1,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03686,2024-12-14,2024,12,14,Saturday,50,CLI-FINAL-010,Valentina Díaz,B2C,Consumidor Final,Ciudad de Panamá,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Duty Free,1,65.0,8.0,59.8,28.0,28.0,59.8,31.8,53.18,VEN-002,María Gonzáles,Tarjeta Crédito,3,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03687,2024-12-14,2024,12,14,Saturday,50,CLI-CONV-002,Delta Costa del Este,B2B,Tienda Conveniencia,Ciudad de Panamá,RCP-SO15-750,Ron Caña Solera 15 Años,Extra Añejo,Premium,Retail Moderno,12,85.0,17.1,70.47,36.0,432.0,845.59,413.59,48.91,VEN-002,María Gonzáles,Transferencia,2,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03688,2024-12-14,2024,12,14,Saturday,50,CLI-FINAL-013,Luis Herrera,B2C,Consumidor Final,Coronado,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Duty Free,1,180.0,8.0,165.6,75.0,75.0,165.6,90.6,54.71,VEN-005,Luuis Castillo,Efectivo,1,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03689,2024-12-14,2024,12,14,Saturday,50,CLI-RG-012,The Rock,B2B,Restaurante Gourmet,Boquete,RCP-SO15-750,Ron Caña Solera 15 Años,Extra Añejo,Premium,Horeca Premium,11,85.0,8.0,78.2,36.0,396.0,860.2,464.2,53.96,VEN-004,Ana Pérez,Crédito 30 días,5,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03690,2024-12-14,2024,12,14,Saturday,50,CLI-SUP-005,El Machetazo Colón,B2B,Supermercado,Colón,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Supermercados,46,180.0,8.0,165.6,75.0,3450.0,7617.6,4167.6,54.71,VEN-003,Roberto Chen,Tarjeta Crédito,1,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03691,2024-12-14,2024,12,14,Saturday,50,CLI-LIC-008,Licores Premium David,B2B,Licorería Especializada,David,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Retail Moderno,19,65.0,8.0,59.8,28.0,532.0,1136.2,604.2,53.18,VEN-004,Ana Pérez,Transferencia,5,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03692,2024-12-14,2024,12,14,Saturday,50,CLI-RG-014,Restaurante Los Camisones,B2B,Restaurante Gourmet,Santiago,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Horeca Premium,11,68.0,8.0,62.56,28.0,308.0,688.16,380.16,55.24,VEN-005,Luuis Castillo,Tarjeta Crédito,1,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03693,2024-12-14,2024,12,14,Saturday,50,CLI-SUP-003,Riba Smith Paitilla,B2B,Supermercado,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Supermercados,103,180.0,13.0,156.6,75.0,7725.0,16129.8,8404.8,52.11,VEN-002,María Gonzáles,Tarjeta Crédito,2,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03694,2024-12-14,2024,12,14,Saturday,50,CLI-H5-006,Westin Playa Bonita,B2B,Hotel 5 Estrellas,Ciudad de Panamá,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Horeca Premium,16,42.0,8.0,38.64,18.0,288.0,618.24,330.24,53.42,VEN-002,María Gonzáles,Transferencia,5,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03695,2024-12-14,2024,12,14,Saturday,50,CLI-FINAL-008,Sofía Vargas,B2C,Consumidor Final,Ciudad de Panamá,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Duty Free,3,65.0,8.0,59.8,28.0,84.0,179.4,95.4,53.18,VEN-001,Carlos Mendoza,Tarjeta Crédito,3,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03696,2024-12-14,2024,12,14,Saturday,50,CLI-FINAL-014,Isabella Ramírez,B2C,Consumidor Final,Boquete,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Ecommerce,1,180.0,8.0,165.6,75.0,75.0,165.6,90.6,54.71,VEN-004,Ana Pérez,Tarjeta Crédito,3,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03697,2024-12-14,2024,12,14,Saturday,50,CLI-FINAL-003,Carlos Rodríguez,B2C,Consumidor Final,Ciudad de Panamá,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Ecommerce,3,65.0,8.0,59.8,28.0,84.0,179.4,95.4,53.18,VEN-001,Carlos Mendoza,Tarjeta Crédito,1,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03698,2024-12-14,2024,12,14,Saturday,50,CLI-CONV-002,Delta Costa del Este,B2B,Tienda Conveniencia,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Retail Moderno,16,180.0,8.0,165.6,75.0,1200.0,2649.6,1449.6,54.71,VEN-001,Carlos Mendoza,Transferencia,1,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03699,2024-12-14,2024,12,14,Saturday,50,CLI-FINAL-011,Fernando Ortiz,B2C,Consumidor Final,David,RCP-SO15-750,Ron Caña Solera 15 Años,Extra Añejo,Premium,Ecommerce,1,85.0,8.0,78.2,36.0,36.0,78.2,42.2,53.96,VEN-004,Ana Pérez,Tarjeta Crédito,4,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03700,2024-12-14,2024,12,14,Saturday,50,CLI-SUP-004,Super 99 David,B2B,Supermercado,David,RCP-SO15-750,Ron Caña Solera 15 Años,Extra Añejo,Premium,Supermercados,91,85.0,13.0,73.95,36.0,3276.0,6729.45,3453.45,51.32,VEN-004,Ana Pérez,Transferencia,4,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03701,2024-12-14,2024,12,14,Saturday,50,CLI-CORP-001,Cable & Wireless Panamá,B2B,Corporativo,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Corporativo,44,180.0,8.0,165.6,75.0,3300.0,7286.4,3986.4,54.71,VEN-001,Carlos Mendoza,Tarjeta Crédito,4,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03702,2024-12-14,2024,12,14,Saturday,50,CLI-FINAL-002,María González,B2C,Consumidor Final,Ciudad de Panamá,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Duty Free,1,42.0,8.0,38.64,18.0,18.0,38.64,20.64,53.42,VEN-002,María Gonzáles,Efectivo,3,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03703,2024-12-14,2024,12,14,Saturday,50,CLI-RG-009,Las Clementinas,B2B,Restaurante Gourmet,Ciudad de Panamá,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Horeca Premium,22,65.0,19.0,52.65,28.0,616.0,1158.29,542.29,46.82,VEN-002,María Gonzáles,Crédito 30 días,4,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03704,2024-12-14,2024,12,14,Saturday,50,CLI-FINAL-006,Laura Sánchez,B2C,Consumidor Final,Ciudad de Panamá,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Ecommerce,3,65.0,8.0,59.8,28.0,84.0,179.4,95.4,53.18,VEN-002,María Gonzáles,Transferencia,2,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03705,2024-12-14,2024,12,14,Saturday,50,CLI-LIC-006,El Bodegón,B2B,Licorería Especializada,Ciudad de Panamá,RCP-SO15-750,Ron Caña Solera 15 Años,Extra Añejo,Premium,Retail Moderno,45,85.0,8.0,78.2,36.0,1620.0,3519.0,1899.0,53.96,VEN-001,Carlos Mendoza,Transferencia,2,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03706,2024-12-14,2024,12,14,Saturday,50,CLI-LIC-002,The Wine Bar,B2B,Licorería Especializada,Ciudad de Panamá,RCP-SO15-750,Ron Caña Solera 15 Años,Extra Añejo,Premium,Retail Moderno,14,85.0,8.0,78.2,36.0,504.0,1094.8,590.8,53.96,VEN-001,Carlos Mendoza,Tarjeta Crédito,5,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03707,2024-12-14,2024,12,14,Saturday,50,CLI-BAR-006,Barlovento,B2B,Bar Top,Bocas del Toro,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Ecommerce,3,65.0,21.41,51.08,28.0,84.0,153.25,69.25,45.19,VEN-002,María Gonzáles,Crédito 30 días,5,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03708,2024-12-14,2024,12,14,Saturday,50,CLI-RG-002,Maito,B2B,Restaurante Gourmet,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Ecommerce,12,180.0,8.0,165.6,75.0,900.0,1987.2,1087.2,54.71,VEN-001,Carlos Mendoza,Transferencia,1,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03709,2024-12-14,2024,12,14,Saturday,50,CLI-CONV-003,7-Eleven Albrook,B2B,Tienda Conveniencia,Ciudad de Panamá,RCP-SO15-750,Ron Caña Solera 15 Años,Extra Añejo,Premium,Retail Moderno,10,85.0,8.0,78.2,36.0,360.0,782.0,422.0,53.96,VEN-002,María Gonzáles,Transferencia,4,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03710,2024-12-14,2024,12,14,Saturday,50,CLI-CONV-003,7-Eleven Albrook,B2B,Tienda Conveniencia,Ciudad de Panamá,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Retail Moderno,8,18.0,8.0,16.56,7.5,60.0,132.48,72.48,54.71,VEN-001,Carlos Mendoza,Tarjeta Crédito,3,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03711,2024-12-14,2024,12,14,Saturday,50,CLI-CONV-001,Delta Vía España,B2B,Tienda Conveniencia,Ciudad de Panamá,RCP-A5-750,Ron Caña Añejo 5 Años,Añejo,Core,Retail Moderno,8,32.0,8.0,29.44,14.0,112.0,235.52,123.52,52.45,VEN-002,María Gonzáles,Crédito 30 días,3,False,EVT-009,Regalos Corporativos Navidad
TRX-2024-03712,2024-12-14,2024,12,14,Saturday,50,CLI-LIC-007,Licorería El Padrino,B2B,Licorería Especializada,David,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Retail Moderno,29,65.0,8.0,59.8,28.0,812.0,1734.2,922.2,53.18,VEN-004,Ana Pérez,Tarjeta Crédito,1,False,EVT-009,Regalos Corporativos Navidad
